имя файла,архитектура модели,результат,уверенность модели
Image_178.jpg,resnet18,Исправный,1.0000
Image_178_1.jpg,resnet18,Исправный,1.0000
Image_179.jpg,resnet18,Исправный,1.0000
Image_179_1.jpg,resnet18,Исправный,1.0000
Image_180.jpg,resnet18,Исправный,1.0000
Image_180_1.jpg,resnet18,Исправный,1.0000
Image_181.jpg,resnet18,Исправный,1.0000
Image_181_1.jpg,resnet18,Исправный,1.0000
Image_182.jpg,resnet18,Исправный,1.0000
Image_182_1.jpg,resnet18,Исправный,1.0000
Image_183.jpg,resnet18,Исправный,1.0000
Image_184.jpg,resnet18,Исправный,1.0000
Image_184_1.jpg,resnet18,Исправный,1.0000
Image_185.jpg,resnet18,Исправный,1.0000
Image_185_1.jpg,resnet18,Исправный,1.0000
Image_186.jpg,resnet18,Исправный,1.0000
Image_186_1.jpg,resnet18,Исправный,1.0000
Image_187.jpg,resnet18,Исправный,1.0000
Image_187_1.jpg,resnet18,Исправный,1.0000
Image_189_1.jpg,resnet18,Исправный,1.0000
Image_18_1.jpg,resnet18,Исправный,1.0000
Image_190.jpg,resnet18,Исправный,1.0000
Image_190_1.jpg,resnet18,Исправный,1.0000
Image_191.jpg,resnet18,Исправный,1.0000
Image_191_1.jpg,resnet18,Исправный,1.0000
Image_192.jpg,resnet18,Исправный,1.0000
Image_192_1.jpg,resnet18,Исправный,1.0000
Image_193.jpg,resnet18,Исправный,1.0000
Image_193_1.jpg,resnet18,Исправный,1.0000
Image_194.jpg,resnet18,Исправный,1.0000
Image_195.jpg,resnet18,Исправный,1.0000
Image_195_1.jpg,resnet18,Исправный,1.0000
Image_196.jpg,resnet18,Исправный,1.0000
Image_196_1.jpg,resnet18,Исправный,1.0000
Image_197.jpg,resnet18,Исправный,1.0000
Image_197_1.jpg,resnet18,Исправный,1.0000
Image_198.jpg,resnet18,Исправный,1.0000
Image_199.jpg,resnet18,Исправный,1.0000
Image_19_1.jpg,resnet18,Исправный,1.0000
Image_1_1.jpg,resnet18,Исправный,1.0000
Image_2.jpg,resnet18,Исправный,1.0000
Image_20.jpg,resnet18,Исправный,1.0000
Image_200_1.jpg,resnet18,Исправный,1.0000
Image_201_1.jpg,resnet18,Исправный,1.0000
Image_202.jpg,resnet18,Исправный,1.0000
Image_203_1.jpg,resnet18,Исправный,1.0000
Image_204.jpg,resnet18,Исправный,1.0000
Image_205_1.jpg,resnet18,Исправный,1.0000
Image_206.jpg,resnet18,Исправный,1.0000
Image_206_1.jpg,resnet18,Исправный,1.0000
Image_207.jpg,resnet18,Исправный,1.0000
Image_207_1.jpg,resnet18,Исправный,1.0000
Image_208.jpg,resnet18,Исправный,1.0000
Image_209.jpg,resnet18,Исправный,1.0000
Image_21.jpg,resnet18,Исправный,1.0000
Image_210_1.jpg,resnet18,Исправный,1.0000
Image_211_1.jpg,resnet18,Исправный,1.0000
Image_212.jpg,resnet18,Исправный,1.0000
Image_212_1.jpg,resnet18,Исправный,1.0000
Image_213.jpg,resnet18,Исправный,1.0000
Image_213_1.jpg,resnet18,Исправный,1.0000
Image_215.jpg,resnet18,Исправный,1.0000
Image_216.jpg,resnet18,Исправный,1.0000
Image_217_1.jpg,resnet18,Исправный,1.0000
Image_218.jpg,resnet18,Исправный,1.0000
Image_219.jpg,resnet18,Исправный,1.0000
Image_219_1.jpg,resnet18,Исправный,1.0000
Image_220.jpg,resnet18,Исправный,1.0000
Image_221.jpg,resnet18,Исправный,1.0000
Image_222.jpg,resnet18,Исправный,1.0000
Image_222_1.jpg,resnet18,Исправный,1.0000
Image_223.jpg,resnet18,Исправный,1.0000
Image_223_1.jpg,resnet18,Исправный,1.0000
Image_224.jpg,resnet18,Исправный,1.0000
Image_224_1.jpg,resnet18,Исправный,1.0000
Image_225.jpg,resnet18,Исправный,1.0000
Image_225_1.jpg,resnet18,Исправный,1.0000
Image_226.jpg,resnet18,Исправный,1.0000
Image_227.jpg,resnet18,Исправный,1.0000
Image_227_1.jpg,resnet18,Исправный,1.0000
Image_228_1.jpg,resnet18,Исправный,1.0000
Image_22_1.jpg,resnet18,Исправный,1.0000
Image_230.jpg,resnet18,Исправный,1.0000
Image_231.jpg,resnet18,Исправный,1.0000
Image_231_1.jpg,resnet18,Исправный,1.0000
Image_232.jpg,resnet18,Исправный,1.0000
Image_232_1.jpg,resnet18,Исправный,1.0000
Image_233.jpg,resnet18,Исправный,1.0000
Image_233_1.jpg,resnet18,Исправный,1.0000
Image_234.jpg,resnet18,Исправный,1.0000
Image_234_1.jpg,resnet18,Исправный,1.0000
Image_235.jpg,resnet18,Исправный,1.0000
Image_235_1.jpg,resnet18,Исправный,1.0000
Image_236.jpg,resnet18,Исправный,1.0000
Image_236_1.jpg,resnet18,Исправный,1.0000
Image_237.jpg,resnet18,Исправный,1.0000
Image_238.jpg,resnet18,Исправный,1.0000
Image_239.jpg,resnet18,Исправный,1.0000
Image_23_1.jpg,resnet18,Исправный,1.0000
Image_240.jpg,resnet18,Исправный,1.0000
Image_244.jpg,resnet18,Исправный,1.0000
Image_245.jpg,resnet18,Исправный,1.0000
Image_246.jpg,resnet18,Исправный,1.0000
Image_247.jpg,resnet18,Исправный,1.0000
Image_248.jpg,resnet18,Исправный,1.0000
Image_249.jpg,resnet18,Исправный,1.0000
Image_24_1.jpg,resnet18,Исправный,1.0000
Image_25.jpg,resnet18,Исправный,1.0000
Image_250.jpg,resnet18,Исправный,1.0000
Image_251.jpg,resnet18,Исправный,1.0000
Image_252.jpg,resnet18,Исправный,1.0000
Image_253.jpg,resnet18,Исправный,1.0000
Image_254.jpg,resnet18,Исправный,1.0000
Image_255.jpg,resnet18,Исправный,1.0000
Image_256.jpg,resnet18,Исправный,1.0000
Image_257.jpg,resnet18,Исправный,1.0000
Image_258.jpg,resnet18,Исправный,1.0000
Image_259.jpg,resnet18,Исправный,1.0000
Image_260.jpg,resnet18,Исправный,1.0000
Image_261.jpg,resnet18,Исправный,1.0000
Image_262.jpg,resnet18,Исправный,1.0000
Image_263.jpg,resnet18,Исправный,1.0000
Image_264.jpg,resnet18,Исправный,1.0000
Image_265.jpg,resnet18,Исправный,1.0000
Image_266.jpg,resnet18,Исправный,1.0000
Image_267.jpg,resnet18,Исправный,1.0000
Image_268.jpg,resnet18,Исправный,1.0000
Image_269.jpg,resnet18,Исправный,1.0000
Image_26_1.jpg,resnet18,Исправный,1.0000
Image_270.jpg,resnet18,Исправный,1.0000
Image_271.jpg,resnet18,Исправный,1.0000
Image_272.jpg,resnet18,Исправный,1.0000
Image_273.jpg,resnet18,Исправный,1.0000
Image_274.jpg,resnet18,Исправный,1.0000
Image_275.jpg,resnet18,Исправный,1.0000
Image_276.jpg,resnet18,Исправный,1.0000
Image_278.jpg,resnet18,Исправный,1.0000
Image_279.jpg,resnet18,Исправный,1.0000
Image_28.jpg,resnet18,Исправный,1.0000
Image_280.jpg,resnet18,Исправный,1.0000
Image_281.jpg,resnet18,Исправный,1.0000
Image_282.jpg,resnet18,Исправный,1.0000
Image_283.jpg,resnet18,Исправный,1.0000
Image_284.jpg,resnet18,Исправный,1.0000
Image_285.jpg,resnet18,Исправный,1.0000
Image_286.jpg,resnet18,Исправный,1.0000
Image_287.jpg,resnet18,Исправный,1.0000
Image_288.jpg,resnet18,Исправный,1.0000
Image_289.jpg,resnet18,Исправный,1.0000
Image_28_1.jpg,resnet18,Исправный,1.0000
Image_29.jpg,resnet18,Исправный,1.0000
Image_290.jpg,resnet18,Исправный,1.0000
Image_291.jpg,resnet18,Исправный,1.0000
Image_292.jpg,resnet18,Исправный,1.0000
Image_293.jpg,resnet18,Исправный,1.0000
Image_294.jpg,resnet18,Исправный,1.0000
Image_295.jpg,resnet18,Исправный,1.0000
Image_296.jpg,resnet18,Исправный,1.0000
Image_297.jpg,resnet18,Исправный,1.0000
Image_298.jpg,resnet18,Исправный,1.0000
Image_299.jpg,resnet18,Исправный,1.0000
Image_29_1.jpg,resnet18,Исправный,1.0000
Image_300.jpg,resnet18,Исправный,1.0000
Image_302.jpg,resnet18,Исправный,1.0000
Image_303.jpg,resnet18,Исправный,1.0000
Image_304.jpg,resnet18,Исправный,1.0000
Image_305.jpg,resnet18,Исправный,1.0000
Image_306.jpg,resnet18,Исправный,1.0000
Image_307.jpg,resnet18,Исправный,1.0000
Image_308.jpg,resnet18,Исправный,1.0000
Image_309.jpg,resnet18,Исправный,1.0000
Image_310.jpg,resnet18,Исправный,1.0000
Image_311.jpg,resnet18,Исправный,1.0000
Image_312.jpg,resnet18,Исправный,1.0000
Image_313.jpg,resnet18,Исправный,1.0000
Image_314.jpg,resnet18,Исправный,1.0000
Image_315.jpg,resnet18,Исправный,1.0000
Image_316.jpg,resnet18,Исправный,1.0000
Image_317.jpg,resnet18,Исправный,1.0000
Image_318.jpg,resnet18,Исправный,1.0000
Image_319.jpg,resnet18,Исправный,1.0000
Image_31_1.jpg,resnet18,Исправный,1.0000
Image_320.jpg,resnet18,Исправный,1.0000
Image_321.jpg,resnet18,Исправный,1.0000
Image_322.jpg,resnet18,Исправный,1.0000
Image_323.jpg,resnet18,Исправный,1.0000
Image_324.jpg,resnet18,Исправный,1.0000
Image_325.jpg,resnet18,Исправный,1.0000
Image_326.jpg,resnet18,Исправный,1.0000
Image_327.jpg,resnet18,Исправный,1.0000
Image_328.jpg,resnet18,Исправный,1.0000
Image_329.jpg,resnet18,Исправный,1.0000
Image_330.jpg,resnet18,Исправный,1.0000
Image_331.jpg,resnet18,Исправный,1.0000
Image_332.jpg,resnet18,Исправный,1.0000
Image_333.jpg,resnet18,Исправный,1.0000
Image_334.jpg,resnet18,Исправный,1.0000
Image_335.jpg,resnet18,Исправный,1.0000
Image_336.jpg,resnet18,Исправный,1.0000
Image_337.jpg,resnet18,Исправный,1.0000
Image_338.jpg,resnet18,Исправный,1.0000
Image_339.jpg,resnet18,Исправный,1.0000
Image_34.jpg,resnet18,Исправный,1.0000
Image_340.jpg,resnet18,Исправный,1.0000
Image_341.jpg,resnet18,Исправный,1.0000
Image_342.jpg,resnet18,Исправный,1.0000
Image_343.jpg,resnet18,Исправный,1.0000
Image_344.jpg,resnet18,Исправный,1.0000
Image_346.jpg,resnet18,Исправный,1.0000
Image_349.jpg,resnet18,Исправный,1.0000
Image_34_1.jpg,resnet18,Исправный,1.0000
Image_35.jpg,resnet18,Исправный,1.0000
Image_351.jpg,resnet18,Исправный,1.0000
Image_352.jpg,resnet18,Исправный,1.0000
Image_353.jpg,resnet18,Исправный,1.0000
Image_354.jpg,resnet18,Исправный,1.0000
Image_355.jpg,resnet18,Исправный,1.0000
Image_356.jpg,resnet18,Исправный,1.0000
Image_357.jpg,resnet18,Исправный,1.0000
Image_358.jpg,resnet18,Исправный,1.0000
Image_359.jpg,resnet18,Исправный,1.0000
Image_35_1.jpg,resnet18,Исправный,1.0000
Image_368.jpg,resnet18,Исправный,1.0000
Image_369.jpg,resnet18,Исправный,1.0000
Image_378.jpg,resnet18,Исправный,1.0000
Image_379.jpg,resnet18,Исправный,1.0000
Image_38.jpg,resnet18,Исправный,1.0000
Image_380.jpg,resnet18,Исправный,1.0000
Image_381.jpg,resnet18,Исправный,1.0000
Image_382.jpg,resnet18,Исправный,1.0000
Image_383.jpg,resnet18,Исправный,1.0000
Image_384.jpg,resnet18,Исправный,1.0000
Image_385.jpg,resnet18,Исправный,1.0000
Image_386.jpg,resnet18,Исправный,1.0000
Image_387.jpg,resnet18,Исправный,1.0000
Image_38_1.jpg,resnet18,Исправный,1.0000
Image_39.jpg,resnet18,Исправный,1.0000
Image_390.jpg,resnet18,Исправный,1.0000
Image_391.jpg,resnet18,Исправный,1.0000
Image_392.jpg,resnet18,Исправный,1.0000
Image_394.jpg,resnet18,Исправный,1.0000
Image_395.jpg,resnet18,Исправный,1.0000
Image_396.jpg,resnet18,Исправный,1.0000
Image_397.jpg,resnet18,Исправный,1.0000
Image_40.jpg,resnet18,Исправный,1.0000
Image_408.jpg,resnet18,Исправный,1.0000
Image_409.jpg,resnet18,Исправный,1.0000
Image_40_1.jpg,resnet18,Исправный,1.0000
Image_41.jpg,resnet18,Исправный,1.0000
Image_419.jpg,resnet18,Исправный,1.0000
Image_41_1.jpg,resnet18,Исправный,1.0000
Image_42.jpg,resnet18,Исправный,1.0000
Image_421.jpg,resnet18,Исправный,1.0000
Image_422.jpg,resnet18,Исправный,1.0000
Image_423.jpg,resnet18,Исправный,1.0000
Image_424.jpg,resnet18,Исправный,1.0000
Image_425.jpg,resnet18,Исправный,1.0000
Image_426.jpg,resnet18,Исправный,1.0000
Image_427.jpg,resnet18,Исправный,1.0000
Image_43.jpg,resnet18,Исправный,1.0000
Image_430.jpg,resnet18,Исправный,1.0000
Image_431.jpg,resnet18,Исправный,1.0000
Image_434.jpg,resnet18,Исправный,1.0000
Image_435.jpg,resnet18,Исправный,1.0000
Image_436.jpg,resnet18,Исправный,1.0000
Image_437.jpg,resnet18,Исправный,1.0000
Image_440.jpg,resnet18,Исправный,1.0000
Image_441.jpg,resnet18,Исправный,1.0000
Image_442.jpg,resnet18,Исправный,1.0000
Image_443.jpg,resnet18,Исправный,1.0000
Image_444.jpg,resnet18,Исправный,1.0000
Image_445.jpg,resnet18,Исправный,1.0000
Image_446.jpg,resnet18,Исправный,1.0000
Image_447.jpg,resnet18,Исправный,1.0000
Image_44_1.jpg,resnet18,Исправный,1.0000
Image_45.jpg,resnet18,Исправный,1.0000
Image_450.jpg,resnet18,Исправный,1.0000
Image_451.jpg,resnet18,Исправный,1.0000
Image_453.jpg,resnet18,Исправный,1.0000
Image_454.jpg,resnet18,Исправный,1.0000
Image_455.jpg,resnet18,Исправный,1.0000
Image_457.jpg,resnet18,Исправный,1.0000
Image_46.jpg,resnet18,Исправный,1.0000
Image_460.jpg,resnet18,Исправный,1.0000
Image_462.jpg,resnet18,Исправный,1.0000
Image_464.jpg,resnet18,Исправный,1.0000
Image_466.jpg,resnet18,Исправный,1.0000
Image_468.jpg,resnet18,Исправный,1.0000
Image_469.jpg,resnet18,Исправный,1.0000
Image_46_1.jpg,resnet18,Исправный,1.0000
Image_47.jpg,resnet18,Исправный,1.0000
Image_48.jpg,resnet18,Исправный,1.0000
Image_49.jpg,resnet18,Исправный,1.0000
Image_5.jpg,resnet18,Исправный,1.0000
Image_50.jpg,resnet18,Исправный,1.0000
Image_51.jpg,resnet18,Исправный,1.0000
Image_51_1.jpg,resnet18,Исправный,1.0000
Image_52.jpg,resnet18,Исправный,1.0000
Image_52_1.jpg,resnet18,Исправный,1.0000
Image_53.jpg,resnet18,Исправный,1.0000
Image_53_1.jpg,resnet18,Исправный,1.0000
Image_54.jpg,resnet18,Исправный,1.0000
Image_54_1.jpg,resnet18,Исправный,1.0000
Image_55.jpg,resnet18,Исправный,1.0000
Image_55_1.jpg,resnet18,Исправный,1.0000
Image_56.jpg,resnet18,Исправный,1.0000
Image_56_1.jpg,resnet18,Исправный,1.0000
Image_57.jpg,resnet18,Исправный,1.0000
Image_57_1.jpg,resnet18,Исправный,1.0000
Image_58.jpg,resnet18,Исправный,1.0000
Image_58_1.jpg,resnet18,Исправный,1.0000
Image_59.jpg,resnet18,Исправный,1.0000
Image_59_1.jpg,resnet18,Исправный,1.0000
Image_6.jpg,resnet18,Исправный,1.0000
Image_60.jpg,resnet18,Исправный,1.0000
Image_60_1.jpg,resnet18,Исправный,1.0000
Image_61.jpg,resnet18,Исправный,1.0000
Image_61_1.jpg,resnet18,Исправный,1.0000
Image_62.jpg,resnet18,Исправный,1.0000
Image_62_1.jpg,resnet18,Исправный,1.0000
Image_63.jpg,resnet18,Исправный,1.0000
Image_64.jpg,resnet18,Исправный,1.0000
Image_64_1.jpg,resnet18,Исправный,1.0000
Image_65.jpg,resnet18,Исправный,1.0000
Image_65_1.jpg,resnet18,Исправный,1.0000
Image_66.jpg,resnet18,Исправный,1.0000
Image_67.jpg,resnet18,Исправный,1.0000
Image_67_1.jpg,resnet18,Исправный,1.0000
Image_68.jpg,resnet18,Исправный,1.0000
Image_68_1.jpg,resnet18,Исправный,1.0000
Image_69.jpg,resnet18,Исправный,1.0000
Image_70.jpg,resnet18,Исправный,1.0000
Image_70_1.jpg,resnet18,Исправный,1.0000
Image_71.jpg,resnet18,Исправный,1.0000
Image_72.jpg,resnet18,Исправный,1.0000
Image_72_1.jpg,resnet18,Исправный,1.0000
Image_73.jpg,resnet18,Исправный,1.0000
Image_73_1.jpg,resnet18,Исправный,1.0000
Image_74.jpg,resnet18,Исправный,1.0000
Image_74_1.jpg,resnet18,Исправный,1.0000
Image_75.jpg,resnet18,Исправный,1.0000
Image_75_1.jpg,resnet18,Исправный,1.0000
Image_76.jpg,resnet18,Исправный,1.0000
Image_76_1.jpg,resnet18,Исправный,1.0000
Image_77.jpg,resnet18,Исправный,1.0000
Image_77_1.jpg,resnet18,Исправный,1.0000
Image_78.jpg,resnet18,Исправный,1.0000
Image_79.jpg,resnet18,Исправный,1.0000
Image_8.jpg,resnet18,Исправный,1.0000
Image_80.jpg,resnet18,Исправный,1.0000
Image_80_1.jpg,resnet18,Исправный,1.0000
Image_81.jpg,resnet18,Исправный,1.0000
Image_82.jpg,resnet18,Исправный,1.0000
Image_82_1.jpg,resnet18,Исправный,1.0000
Image_83.jpg,resnet18,Исправный,1.0000
Image_83_1.jpg,resnet18,Исправный,1.0000
Image_84.jpg,resnet18,Исправный,1.0000
Image_85.jpg,resnet18,Исправный,1.0000
Image_86.jpg,resnet18,Исправный,1.0000
Image_86_1.jpg,resnet18,Исправный,1.0000
Image_87.jpg,resnet18,Исправный,1.0000
Image_88.jpg,resnet18,Исправный,1.0000
Image_89.jpg,resnet18,Исправный,1.0000
Image_89_1.jpg,resnet18,Исправный,1.0000
Image_90.jpg,resnet18,Исправный,1.0000
Image_91.jpg,resnet18,Исправный,1.0000
Image_92.jpg,resnet18,Исправный,1.0000
Image_93.jpg,resnet18,Исправный,1.0000
Image_94.jpg,resnet18,Исправный,1.0000
Image_94_1.jpg,resnet18,Исправный,1.0000
Image_95.jpg,resnet18,Исправный,1.0000
Image_97.jpg,resnet18,Исправный,1.0000
Image_98.jpg,resnet18,Исправный,1.0000
Image_99.jpg,resnet18,Исправный,1.0000
Image_99_1.jpg,resnet18,Исправный,1.0000
